pass,ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,gen_first_ms,gen_steady_tokens,gen_steady_tps,kvcache_bytes
1,2048,2048,141.04,0,0.00,0.000,0,0.00,0
1,4096,2048,219.86,0,0.00,0.000,0,0.00,0
2,2048,2048,222.64,0,0.00,0.000,0,0.00,0
2,4096,2048,222.46,0,0.00,0.000,0,0.00,0
3,2048,2048,223.81,0,0.00,0.000,0,0.00,0
3,4096,2048,222.58,0,0.00,0.000,0,0.00,0
