"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4522,292,"void matmul_q8_0_f32_batch_sharedx_warp_rows_w32_toktile_kernel<32u, 16u>(float*, unsigned char const*, float const*, unsigned int, unsigned int, unsigned int, unsigned long)",4522,187770454825434,187770492466749,0,0,80,0,128,1024,1,1,1048576,64,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4523,120,"head_rms_norm_kernel(float*, unsigned int, unsigned int, unsigned int, float)",4523,187770492479789,187770493668443,1024,0,16,0,128,256,1,1,33554432,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4524,236,"rope_tail_kernel(float*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, int, float, float, float, float, float, float)",4524,187770493681604,187770493905606,0,0,24,0,128,256,1,1,4194304,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4525,236,"rope_tail_kernel(float*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, int, float, float, float, float, float, float)",4525,187770493909886,187770493927167,0,0,24,0,128,256,1,1,65536,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4526,136,"fp8_kv_quantize_kernel(float*, unsigned int, unsigned int, unsigned int)",4526,187770493931887,187770493959087,512,0,16,0,128,64,1,1,131072,7,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4527,105,"f32_to_f16_kernel(__half*, float const*, unsigned long)",4527,187770493963327,187770494051528,0,0,8,0,128,256,1,1,8388608,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4528,4001,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT64x64x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT2_2_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB2_ONLL1_PGR2_PLR1_PKA0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_4_1",4528,187770494055768,187770494171170,13312,0,160,0,128,128,1,1,1024,32,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4529,105,"f32_to_f16_kernel(__half*, float const*, unsigned long)",4529,187770494175730,187770494237371,0,0,8,0,128,256,1,1,8388608,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4530,4001,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT64x64x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT2_2_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB2_ONLL1_PGR2_PLR1_PKA0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_4_1",4530,187770494241571,187770494359092,13312,0,160,0,128,128,1,1,1024,32,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4531,301,"__amd_rocclr_fillBufferAligned",4531,187770494369252,187770494371852,0,0,16,0,128,256,1,1,8192,1,1
