"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
14542,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT64x64x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT2_2_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB2_ONLL1_PGR2_PLR1_PKA0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_4_1.kd",1,0,7261,855933,855933,4096,128,13312,0,160,0,128,32,"0x0","0x7276e9942480",130249129617567,130249133916151,130249133948271,130249133950135,32120
14543,"f32_to_f16_kernel",1,0,7262,855933,855933,2097152,256,0,0,8,0,128,32,"0x0","0x727917a76600",130249129625111,130249133952271,130249133965031,130249133965685,12760
14544,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT64x64x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT2_2_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB2_ONLL1_PGR2_PLR1_PKA0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_4_1.kd",1,0,7263,855933,855933,4096,128,13312,0,160,0,128,32,"0x0","0x7276e9942480",130249129641312,130249133968951,130249133999112,130249134008947,30161
14545,"f32_to_f16_kernel",1,0,7264,855933,855933,524288,256,0,0,8,0,128,32,"0x0","0x727917a76600",130249129648726,130249134003072,130249134008872,130249134015098,5800
14546,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT128x128x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA4_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT4_4_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB2_ONLL1_PGR2_PLR1_PKA0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_4_1.kd",1,0,7265,855933,855933,32768,128,26624,0,256,0,128,32,"0x0","0x7276e9946340",130249129667521,130249134012872,130249134115873,130249134118584,103001
14547,"rope_tail_kernel",1,0,7266,855933,855933,1048576,256,0,0,16,0,128,32,"0x0","0x727917a770c0",130249129675016,130249134119913,130249134141553,130249134143391,21640
14548,"indexer_hadamard_fp4_kernel",1,0,7267,855933,855933,4194304,128,1024,0,16,0,128,32,"0x0","0x727917a77a40",130249129679885,130249134145553,130249134243674,130249134245946,98121
14549,"f32_to_f16_kernel",1,0,7268,855933,855933,2097152,256,0,0,8,0,128,32,"0x0","0x727917a76600",130249129684624,130249134247794,130249134263674,130249134269290,15880
14550,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV1_MIWT1_1_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG16_2_1.kd",1,0,7269,855933,855933,4096,32,6656,0,128,0,128,32,"0x0","0x7276e9949b40",130249129709251,130249134267634,130249134287874,130249134292123,20240
14551,"compressor_prefill_pool_kernel",1,0,7270,855933,855933,32768,256,0,1040,24,0,128,32,"0x0","0x727917a77d40",130249129719350,130249134291914,130249134298234,130249134309576,6320
14552,"rms_norm_weight_kernel",1,0,7271,855933,855933,32768,256,1024,0,16,0,128,32,"0x0","0x727917a76f80",130249129723998,130249134302434,130249134305114,130249134305889,2680
14553,"rope_tail_kernel",1,0,7272,855933,855933,4096,256,0,0,16,0,128,32,"0x0","0x727917a770c0",130249129728016,130249134309074,130249134311114,130249134314125,2040
14554,"__amd_rocclr_fillBufferAligned.kd",1,0,7273,855933,855933,512,256,0,0,16,0,128,32,"0x0","0x72a79a7f5740",130249129732124,130249134314914,130249134317114,130249134318644,2200
14555,"fill_f32_kernel",1,0,7274,855933,855933,2048,256,0,0,8,0,128,32,"0x0","0x727917a76280",130249129736242,130249134321034,130249134322554,130249134335105,1520
14556,"compressor_set_rows_kernel",1,0,7275,855933,855933,1024,256,0,0,16,0,128,32,"0x0","0x727917a77d00",130249129740359,130249134326554,130249134328714,130249134331458,2160
14557,"indexer_hadamard_fp4_kernel",1,0,7276,855933,855933,16384,128,1024,0,16,0,128,32,"0x0","0x727917a77a40",130249129744297,130249134332674,130249134335074,130249134339293,2400
14558,"f32_to_f16_kernel",1,0,7277,855933,855933,16384,256,0,0,8,0,128,32,"0x0","0x727917a76600",130249129749697,130249134339034,130249134340554,130249134343551,1520
14559,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV1_MIWT1_1_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA0_SIA1_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG16_2_1.kd",1,0,7278,855933,855933,512,32,6656,0,128,0,128,32,"0x0","0x7276e9946fc0",130249129769655,130249134344475,130249134371155,130249134372455,26680
14560,"f32_to_f16_kernel",1,0,7279,855933,855933,16384,256,0,0,8,0,128,32,"0x0","0x727917a76600",130249129777480,130249134375075,130249134376595,130249134377445,1520
