"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
19828,"__amd_rocclr_copyBuffer.kd",2,1,6844,872567,872567,512,512,0,0,16,0,128,32,"0x783a84fd3600","0x783ac826d7c0",133464824805240,133464825174806,133464825180086,133464825185830,5280
19829,"__amd_rocclr_copyBuffer.kd",2,1,6845,872567,872567,1024,1024,0,0,16,0,128,32,"0x783a84fd5600","0x783ac826d7c0",133464825193224,133464825224797,133464825227677,133464825233080,2880
19830,"f32_to_f16_kernel",2,1,6846,872567,872567,2097152,256,0,0,8,0,128,32,"0x0","0x780c3b476600",133464825234994,133464825257727,133464825270887,133464825272555,13160
19831,"moe_gate_up_mid_expert_tile8_rowspan_kernel",2,1,6847,872567,872567,458752,256,39936,176,112,0,128,32,"0x0","0x780c3b47a200",133464825240043,133464825275767,133464826684616,133464826686853,1408849
19832,"moe_gate_up_mid_iq2_hotlist_wmma_n2_kernel",2,1,6848,872567,872567,491520,128,20992,0,72,0,128,32,"0x0","0x780c3b47a240",133464825244441,133464826689616,133464829380354,133464829384462,2690738
19833,"__amd_rocclr_fillBufferAligned.kd",2,1,6849,872567,872567,8192,256,0,0,16,0,128,32,"0x0","0x783ac826d740",133464825247597,133464829384834,133464829412954,133464829415741,28120
19834,"__amd_rocclr_copyBuffer.kd",2,1,6850,872567,872567,512,512,0,0,16,0,128,32,"0x783a84fd4f80","0x783ac826d7c0",133464825251825,133464829417434,133464829422994,133464829427063,5560
19835,"moe_down_q2K_expert_batch_sharedmid_kernel",2,1,6851,872567,872567,16777216,256,4096,0,88,0,128,32,"0x0","0x780c3b479c80",133464829431371,133464829454064,133464829743146,133464829745576,289082
19836,"__amd_rocclr_copyBuffer.kd",2,1,6852,872567,872567,1024,1024,0,0,16,0,128,32,"0x783a84fd3780","0x783ac826d7c0",133464829435649,133464829747866,133464829750706,133464829754172,2840
19837,"moe_down_q2K_hotlist_wmma_n2_kernel",2,1,6853,872567,872567,983040,128,11776,0,40,0,128,32,"0x0","0x780c3b479e00",133464829756246,133464829779737,133464831073585,133464831075505,1293848
19838,"moe_sum_f16x2_kernel",2,1,6854,872567,872567,1048576,256,0,0,16,0,128,32,"0x0","0x780c3b478a00",133464829761195,133464831078185,133464831124145,133464831125870,45960
19839,"add_kernel",2,1,6857,872567,872567,2097152,256,0,0,8,0,128,32,"0x0","0x780c3b477940",133464831457398,133464831476908,133464831494668,133464831499087,17760
19840,"matmul_q8_0_f32_batch_wmma_4w_kernel",2,1,6858,872567,872567,32768,128,4096,0,88,0,128,32,"0x0","0x780c3b4769c0",133464831465734,133464831498908,133464832042712,133464832061352,543804
19841,"matmul_q8_0_f32_batch_wmma_4w_kernel",2,1,6859,872567,872567,32768,128,4096,0,88,0,128,32,"0x0","0x780c3b4769c0",133464831470442,133464832047392,133464832544315,133464832546581,496923
19842,"swiglu_kernel",2,1,6860,872567,872567,1048576,256,0,0,16,0,128,32,"0x0","0x780c3b477900",133464831474981,133464832548635,133464832560315,133464832570155,11680
19843,"f32_to_f16_kernel",2,1,6861,872567,872567,1048576,256,0,0,8,0,128,32,"0x0","0x780c3b476600",133464831478838,133464832564675,133464832572835,133464832575054,8160
19844,"Cijk_Alik_Bljk_HSS_BH_HA_S_UserArgs_MT128x128x32_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB1_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA256_LBSPPB0_LBSPPM0_LPA16_LPB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT4_4_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB2_ONLL1_PGR1_PLR1_PKA0_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB4_WSGRA0_WSGRB0_WS32_WG32_4_1.kd",2,1,6862,872567,872567,16384,128,9216,0,256,0,128,32,"0x0","0x7808e925fd40",133464831506220,133464832577195,133464832671836,133464832685023,94641
19845,"hc_expand4_add_kernel",2,1,6863,872567,872567,2097152,256,0,0,24,0,128,32,"0x0","0x780c3b477780",133464831514967,133464832676196,133464832807317,133464832810751,131121
19846,"rms_norm_plain_kernel",2,1,6864,872567,872567,131072,256,1024,0,8,0,128,32,"0x0","0x780c3b476f40",133464831521800,133464832811677,133464832903917,133464832918084,92240
19847,"f32_to_f16_kernel",1,0,9475,872567,872567,8388608,256,0,0,8,0,128,32,"0x0","0x780c47476600",133464831527731,133464831559421,133464833013909,133464833021961,1454488
